clusterno,,docNo,raw_doc
0,4,2514,톡 쏘는 느낌
0,5,1774,느낌이 좋다
0,6,5684_5,밝은느낌이다
0,7,124_2,깔금하고
0,8,8015,신비로운느낌
0,9,8360_1,깔금하다
0,10,6452,고품격 같은 느낌이 들어서 입니다
0,11,4776,느낌이좋아서
0,12,5150,왠지 젊은 느낌이 들어서
0,13,8019_0,젊은 느낌이 나고
0,14,1239_1,젊은 느낌
0,15,1024_1,맑은느낌이라 좋음
0,16,7341,젊은 느낌이라서
0,17,9318_2,도시적인 느낌이 들어 좋다
0,18,3898_1,남들과 다른 느낌을 주어서
0,19,5586,느낌이 좋음
0,20,3957_1,느낌
0,21,6919_1,상콤한 느낌
0,22,3838_1,젊은 느낌
0,23,8040_2,그런 느낌입니다
0,24,4453,보기만해도 톡쏘는 느낌이 전해져서 좋다
0,25,6857,깔금하다
0,26,818_1,싶은 느낌이 든다
0,27,4747_2,좋은느낌으로 다가옴
0,28,437_1,좋은느낌이다
0,29,2195,빈티지한 느낌이 좋다
0,30,2777_0,젊은 느낌이 나고
0,31,8734_2,감각적인 느낌이라서
0,32,7886_1,맑은느낌
0,33,4167_3,해야하나 그런느낌이 적고
0,34,9841_1,젊은 느낌이다
0,35,485_0,톡쏘는 느낌이 좋고
0,36,2_1,톡쏘는 느낌이 좋다
0,37,1566,럭셔리한 느낌이 들어서
0,38,7169_1,달달한 느낌
0,39,7896,톡쏘는 느낌이 좋다
0,40,8311_1,크게 자극적이지 않는 느낌이다
0,41,7865_1,있는 느낌이라서
0,42,2795,젊은 열정과 패기가 살아있어 느낌이 온다
0,43,328,느낌이 좋다
0,44,720_1,센 느낌이고
0,45,5384,청아한 느낌
0,46,6061_0,느낌이 귀여운느낌이다
0,47,6384_1,젊어지는 느낌이다
0,48,6861,젊은 느낌 톡쏘는 느낌
0,49,1886,느낌이 좋음
0,50,2346,톡쏘는 느낌이 좋다
0,51,8183_0,깔금하고
0,52,7073_0,먹으면 깔금하고
0,53,1580,이국적인 느낌이 들어서
0,54,7308,똑쏘는 느낌이좋음
0,55,3289_1,젊은 느낌이 든다
0,56,489_1,톡쏘는 느낌이 좋다
1,0,6734_0,가볍지 않고
1,1,6402,가벼운 맥주맛이 좋다
1,2,9198_1,가볍게 먹기 좋음
1,3,5449,가볍지 않은 맛
1,4,10140_0,맛이 가볍고
1,5,3484,젊은감각의 CF가벼운맛
1,6,9500,가볍게 먹기 좋아서
1,7,2790_0,다른 맥주들과 달리 맛이 가볍고
1,8,1082_0,맛이 가볍고
1,9,3026_1,가볍고
1,10,5749_1,가벼운맛이좋아서
1,11,7280_0,가볍고
1,12,5542,가벼운 맛이 좋다
1,13,6356,맛이 가볍다
1,14,4726_0,가볍고
1,15,1883_1,가볍다
1,16,6662_2,가볍다
1,17,7981_0,맛이 가볍고
1,18,5142_0,가볍고
1,19,3930_0,가볍고
1,20,6386_0,가볍고
1,21,2908,가벼운 맛
1,22,6975_0,맥주 맛이 가볍고
1,23,4771,가벼워서
1,24,1410_2,가벼워요
1,25,5048_1,가벼운 맛이 난다
1,26,1168,가벼운 맥주맛이 좋아서
1,27,8042_1,가벼워서
1,28,8073_1,맛이 가벼워서 마시기 좋다
1,29,1517_1,맛이 가볍다
1,30,4846_1,가볍고
1,31,1154_1,가볍다
1,32,7938_1,가벼워서 좋다
1,33,1616_1,가벼운맛
1,34,6034_0,가볍고
1,35,4169_0,맛이 가볍고
1,36,2857,가벼워서
1,37,5675,톡쏘는맛 상쾌한맛 가벼운맛
1,38,9608,가벼워서 좋다
1,39,7987,맥주 맛이 가볍지 않으며 진짜 맥주마시는 기분이 들어서요
1,40,7318_0,맛이 가볍고
1,41,10217_0,가볍고
1,42,199_1,가벼워서
1,43,3284_1,가볍다
1,44,3918_0,맛이 가볍고
1,45,488_1,가볍고
1,46,4860_0,가볍고
1,47,9114,가벼워서
1,48,1813_0,가볍게 먹기좋다
1,49,7973_0,맛이 가볍고
1,50,4505_0,가볍고
1,51,8,가벼운맛
1,52,7294,가벼운 맛이 좋다
1,53,2760,가벼워서
1,54,9673_0,가볍고
1,55,2469_0,가볍지 않고
2,0,6506,맛이 깔끔함
2,1,4702_0,맛이 깔끔하고
2,2,6290_0,맛이 깔끔하고
2,3,9753,맛이 깔끔함
2,4,7827_0,맛이 깔끔하다고
2,5,9583,맛이 깊으면서도 깔끔하다
2,6,4377_1,맛 깔끔함
2,7,635_0,맛이 깔끔하고
2,8,3445_0,맛이 좀깔끔하고
2,9,3545,깔끔한 맛
2,10,557_0,맛이 깔끔합니다
2,11,1842_0,맛이 깔끔하고
2,12,10021,맛이 깔끔해서
2,13,8992_0,맛이 깔끔하고
2,14,8386,맛이 깔끔하다
2,15,6482,맛이 깔끔함
2,16,10301_1,맛이 깔끔하다
2,17,3440_0,맛이 깔끔하고
2,18,1578,맛이 깔끔하다
2,19,9192,깔끔한 맛
2,20,1897,깔끔한 맛
2,21,3181_0,맛이 깔끔하고
2,22,8148,깔끔한 맛
2,23,1317,맛이 깔끔해서
2,24,3699_1,깔끔한 맛
2,25,8013,맛이 깔끔하다
2,26,2070,깔끔한 맛
2,27,10274,깔끔한 맛
2,28,2896,깔끔한 맛
2,29,10400_0,맛이 깔끔하고
2,30,8019_1,맛이 깔끔함
2,31,1310_0,맛이 깔끔하고
2,32,4519_0,맛도 깔끔하고
2,33,6014,맛이 깔끔해서 좋다
2,34,4448_1,맛이 깔끔하다
2,35,1606_0,맛이 깔끔하고
2,36,10096,깔끔한 맛
2,37,9603,맛이 깔끔
2,38,10183,깔끔한 맛
2,39,9216,맛이 깔끔하다
2,40,8782_0,맛이 깔끔하고
2,41,2113,맛이 깔끔해서
2,42,7815_1,맛이 깔끔하다
2,43,3897_0,가장 맛이 깔끔하고
2,44,2713,맛이 깔끔하다
2,45,7610_1,맛있다깔끔한 맛이다
2,46,2178_0,맛이깔끔하고
2,47,6006,맛이 깔끔하다
2,48,1312,맛이 깔끔하다
2,49,8878_0,맛이 깔끔하고
2,50,10252,맛이 깔끔하다
2,51,53_1,맛이 깔끔하다
2,52,6069,맛이 깔끔하다
2,53,8210_0,맛이 깔끔하고
2,54,7964,깔끔한 맛이 좋다
2,55,5627,맛이 깔끔해서
2,56,1940_0,깔끔한 맛고
2,57,6464_0,맛이 깔끔하고
2,58,4163,깔끔한 맛
2,59,674_0,맛이 깔끔하고
2,60,103,깔끔한 맛
2,61,6839_0,맛이 깔끔하고
2,62,9037,맛이 깔끔함
2,63,3299,깔끔한 맛
2,64,1612_0,맛이 깔끔하고
2,65,1745,맛이 깔끔하다
2,66,5669,맛이 깔끔하다
2,67,5016_1,맛이 깔끔하다
2,68,4024_0,맛이 깔끔하고
2,69,4313_1,깔끔한 맛
2,70,4234,맛이 깔끔함
2,71,7409_0,맛이 군더더기 없이 아주 깔끔하고
2,72,3559_0,맛이 깔끔하고
2,73,8931,깔끔한맛
2,74,110_0,톡쏘는 맛이 깔끔하고
2,75,4452_0,맛이 깔끔하고
2,76,8300_0,맛이깔끔하고
2,77,9377,깔끔한 맛
2,78,9168_0,맛이 깔끔하다
2,79,7169_0,맛이 깔끔하고
2,80,4482_0,맛이 깔끔하고
2,81,5120_0,맛이 깔끔하고
2,82,1187_1,깔끔하게 끝나서 좋습니다
2,83,4247_5,깔끔한 맛을 소유하고
2,84,4896,맛이 깔끔하다
2,85,2367_1,깔끔한 맛
2,86,3810,맛이 깔끔하다
2,87,899_0,맛이 깔끔하고
2,88,5191,맛이 깔끔하다
2,89,2930_0,맛이 깔끔하고
2,90,6411_0,맛이 깔끔하고
2,91,9208,맛이 깔끔해서
2,92,10056,맛이 깔끔하다
2,93,897_0,맛이 깔끔하다
2,94,9766_1,맛이 깔끔해서
2,95,6090_0,맛이 깔끔하고
2,96,2718,맛이 깔끔함
2,97,7720_1,맛이 깔끔하다
2,98,666_1,맛이깔끔하고
2,99,4545,맛이 깔끔해서
2,100,6645,맛 깔끔한 맛이 좋다
2,101,8851,맛이 깔끔하다
2,102,449_0,맛이 깔끔하고
2,103,8823,맛이 깔끔함
2,104,1650_0,맛이 깔끔하다
2,105,2643_0,맛이 깔끔하고
2,106,2325_1,맛도 깔끔하고
2,107,8910,맛이 깔끔하다
2,108,8428,맛이 깔끔하다
2,109,5983,가장 맛이 깔끔하다
2,110,3105,깔끔한 맛
2,111,9654_0,맛이 깔끔하고
2,112,2014_1,맛이 깔끔하고
2,113,9296_0,맛이깔끔하고
2,114,8926,맛이 깔끔하다
2,115,5573_1,맛또한 깔끔하고
2,116,612_0,맛이 깔끔하고
2,117,8547_0,맛이 가장 깔끔하고
2,118,10049_0,맛이 깔끔하고
2,119,5414_0,맛이 깔끔하고
2,120,2338_0,맛이 깔끔하고
2,121,216_2,맛도 물론 깔끔하고요쓴 맛이 나지 않아 좋습니다
2,122,7126,너무나도 깔끔한 맛 
2,123,5401_0,맛이 깔끔하고
2,124,4851,맛이 깔끔해서 좋아요
2,125,507,깔끔한맛
2,126,5543,깔끔한 맛이 체고시다
2,127,9867_0,맛이 깔끔하고
2,128,1570_0,맛이 깔끔하고
2,129,6344_0,맛이 좀 더 깔끔하고
2,130,3233_1,깔끔한 맛
2,131,8726,깔끔한 맛
2,132,4520_0,맛이 깔끔하고
2,133,9079_0,맛이깔끔하고
2,134,6816,깔끔한맛 
2,135,4945_1,맛이 깔끔함
2,136,7835_1,맛이 깔끔하고
2,137,3102,맛이 깔끔하다
2,138,5914_1,깔끔한 맛
2,139,5314_1,맛이 깔끔함
2,140,9812,깔끔한 맛
2,141,6030_0,맛이 깔끔하고
2,142,351_0,맛이 깔끔하고
2,143,2711_0,맛이 깔끔하고
2,144,4232_1,깔끔한 맛이 좋아서
2,145,10182_0,맛이깔끔하고
2,146,6513,맛이 깔끔해서 좋다
2,147,5066,맛이 깔끔함
2,148,8349,맛이 깔끔함
2,149,7000,깔끔한맛
2,150,5869_0,맛이 깔끔하고
2,151,1223_0,맛이 깔끔하고
2,152,1558,맛이 깔끔해서
2,153,4266_0,맛이 깔끔하고
2,154,691_1,맛이 깔끔하다
2,155,5062_2,맛이 깔끔하다
2,156,8969,맛이 깔끔하다
2,157,5472_0,맛이 깔끔하고
2,158,5878_0,가장 맛이 깔끔하고
2,159,1514,맛이 깔끔해서
2,160,7245_0,맛이 깔끔하고
2,161,1883_0,맛이 깔끔하고
2,162,7679_0,맛이 깔끔하고
2,163,434_1,맛이 깔끔하고
2,164,6813_1,맛이 깔끔하게 좋아서
2,165,2030,맛이 깔끔하다
2,166,4733,맛이 깔끔하다
2,167,552_1,맛이 깔끔하고
2,168,8260_2,맛도 깔끔하고
2,169,1979_1,맛이 깔끔하다
2,170,1027,맛이 깔끔함
2,171,8112,맛이 깔끔함
2,172,8427_0,맛이 깔끔하고
2,173,3821,깔끔한맛
2,174,1850_0,맛이 깔끔하고
2,175,4465,깔끔한맛
2,176,1574_0,맛이 깔끔하고
2,177,6601,깔끔한 맛이 좋음
2,178,4895_0,맛이 깔끔하고
2,179,6690_1,깔끔한맛이좋아서
2,180,902_0,맛이 깔끔하고
2,181,6140,맛이 깔끔하다
2,182,8955_0,맛이 깔끔하고
2,183,6622_0,맛이 깔끔하고
2,184,4362_1,맛은 깔끔하다
2,185,476_0,맛이 깔끔하고
2,186,4908_1,맛이 깔끔하고
2,187,7052,맛이깔끔하다
2,188,547,맛이깔끔하다
2,189,7010_0,일단 맛이 깔끔하고
2,190,7024,깔끔한 맛
2,191,3414_1,맛이 깔끔하고
2,192,7990,맛이 깔끔함
2,193,1520_0,맛이 깔끔하고
2,194,1594,맛이 깔끔하다
2,195,2331_0,맛이 깔끔합니다
2,196,2798,맛이 깔끔하다
2,197,10251,맛이 깔끔함
2,198,2061,톡쏘는맛과 깔끔함
2,199,6334_0,맛이깔끔하고
2,200,4463,맛이 깔끔하다
2,201,7106,깔끔한 맛
2,202,1308_1,맛이 깔끔하다
2,203,10177,맛이 깔끔해서
2,204,4474,깔끔한맛
2,205,1507_1,맛이 깔끔하다
2,206,2960,맛이 깔끔하다
2,207,8836,깔끔한맛
2,208,1755_2,깔끔한 맛이좋다
2,209,9976,깔끔한 맛
2,210,9733_0,맛이 깔끔하고
2,211,4357,깔끔한맛
2,212,9325_0,맛이시원하고깔끔합니다
2,213,6394,맛이 깔끔함
2,214,1502_2,그리65533 맛도 깔끔하다
2,215,5176_0,맛이 깔끔하고
2,216,3348,깔끔한 맛
2,217,3086_0,맛이깔끔하고
2,218,3563_0,맛이 깔끔하고
2,219,4870,맛이 깔끔하다
2,220,5862,맛이 깔끔함 
2,221,3401,맛이 깔끔하다
2,222,7775_0,맛이 깔끔하고
2,223,451_0,맛이 깔끔하고
2,224,1032_1,깔끔한 맛
2,225,8138_0,맛이 깔끔하고
2,226,6419,깔끔한 맛
2,227,117,깔끔한맛
2,228,1610_0,맛이 깔끔하다
2,229,3197_1,깔끔한맛
2,230,5657_0,맛이 깔끔하고
2,231,9354_0,맛이깔끔하다
2,232,9772_0,맛이 깔끔하다
2,233,10352,깔끔한맛
2,234,2758_0,맛이 깔끔하고
2,235,4451,맛이 전체적으로 깔끔해서
2,236,5737_0,맛이 깔끔하고
2,237,9077,맛이 깔끔했다
2,238,8630_1,맛이 깔끔하고
2,239,583,깔끔한맛
2,240,7882,맛이 깔끔하다
2,241,6074,맛이깔끔함
2,242,1999_0,맛이 깔끔하고
2,243,875,맛이 깔끔하다
2,244,831_0,맛이 깔끔하고
2,245,1870,깔끔한 맛
2,246,4298,맛이깔끔하다
2,247,10266_0,맛이 깔끔하다
2,248,5276_1,맛이 깔끔하다
2,249,7117_1,맛이 깔끔하고
2,250,776,맛이 깔끔해서
2,251,10099,맛이 깔끔하다
2,252,6173,깔끔한 맛
2,253,10103,맛이 깔끔해서
2,254,5995_0,맛이 깔끔하고
2,255,10248_0,맛이 깔끔하고
2,256,3342_0,맛이 깔끔하고
2,257,962_0,맛이 깔끔하고
2,258,9002_1,맛이 깔끔해서 좋다
2,259,1286_1,맛이 깔끔
2,260,3733,깔끔한맛
2,261,8648_0,맛이 깔끔하고
2,262,9020,가장 깔끔한 맛
2,263,2745,깔끔한 맛이 좋아서
2,264,4877,깔끔한맛
2,265,967_0,맛이 깔끔하고
2,266,8668,맛이 깔끔해서
2,267,3128_0,맛이깔끔하고
2,268,4551_1,깔끔한 맛이 좋다
2,269,9909,맛이 깔끔해서
2,270,3783,맛이 깔끔해서
2,271,5326_0,맛이 깔끔하고
2,272,7154,깔끔한 맛
2,273,5783_0,맛이 좀더 깔끔하고
2,274,9292,맛이 깔끔하다
2,275,381_0,맛이 깔끔하고
2,276,2652_0,맛이 깔끔하고
2,277,8028_0,맛이 깔끔하고
2,278,986_1,맛도 깔끔하고
2,279,8215_0,맛이 깔끔하고
2,280,704_0,맛이 깔끔하고
2,281,60_0,맛이 깔끔하고
2,282,1019,맛이 깔끔해요
2,283,3042,맛이 깔끔하다
2,284,7635,맛이깔끔하다
2,285,324,깔끔한 맛
2,286,9793,맛이 깔끔해서
2,287,735,맛이 깔끔하다
2,288,2461_1,깔끔한 맛
2,289,7794,맛이깔끔하다
2,290,7327_2,깔끔한 맛
2,291,6584_0,맛이 깔끔하고
2,292,3483_0,맛이 깔끔하고
2,293,6879,맛이 깔끔하다
2,294,2778_0,맛이 깔끔하고
2,295,5343_0,맛이 깔끔하고
2,296,8770_1,깔끔한맛
2,297,1314_1,맛이 깔끔하다
2,298,1844,맛이 깔끔하다
2,299,719,맛이 깔끔해서
2,300,2452,맛이 깔끔해서
2,301,1839_0,맛이 깔끔하고
2,302,2496_0,맛이 깔끔하고
2,303,5175_1,깔끔한 맛
2,304,2164_0,맛이 깔끔하고
2,305,2424,깔끔한맛
2,306,2820_0,맛이 깔끔하고
2,307,1740_1,맛이 깔끔하고
2,308,1276_0,맛이 깔끔하고
2,309,2476,맛이 깔끔해요
2,310,4660,맛이 깔끔하다
2,311,2264_0,맛이 깔끔하고
2,312,4127,깔끔한 맛이 좋아서
2,313,8423,맛이 깔끔해서 좋다
2,314,4958_0,맛이 깔끔하고
2,315,2876_1,맛이 깔끔하다
2,316,91,맛이 깔끔해서
2,317,2478_0,맛이 깔끔하고
2,318,856,맛이 깔끔해서
2,319,5782_0,맛이 전체적으로 깔끔하고
2,320,313,맛이 깔끔하다
2,321,8080,맛이깔끔하다
2,322,1024_0,맛이 깔끔하고
2,323,5265_0,맛이 깔끔하고
2,324,8239_0,맛이 깔끔하고
2,325,8940_0,딱쏘는맛이 깔끔하고
2,326,9302,맛이 깔끔함
2,327,9894,맛이 깔끔해서
2,328,8280,깔끔한 맛
2,329,1836_3,맛이 깔끔하다
2,330,9,맛이 깔끔함
2,331,8100_0,맛이 깔끔하고
2,332,5415,맛이 깔끔해서
2,333,10119,맛이 깔끔하다
2,334,4753,맛이 깔끔하다
2,335,893_0,맛이 깔끔하고
2,336,8369_0,맛이 깔끔하다
2,337,4497,맛이 깔끔하다
2,338,9629,맛이 깔끔해서
2,339,1500,뒷 맛이 깔끔하다
2,340,9049_0,맛이 깔끔하고
2,341,1413,깔끔한 맛
2,342,6016_0,맛이 깔끔하고
2,343,9023,홉의 맛이 깔끔함
2,344,1265,깔끔한맛
2,345,4490_0,맛이 깔끔하고
2,346,1920_0,맛이 깔끔하고
2,347,5947,맛이 깔끔하다
2,348,3525_0,맛이 깔끔하고
2,349,4217,깔끔한 맛
2,350,1534_0,맛이 깔끔하고
2,351,7545,깔끔한 맛
2,352,4656_0,맛이 깔끔하고
2,353,9647_0,가장 맛이 깔끔하고
2,354,587,맛이 깔끔해서
2,355,433_1,맛이 깔끔하다고
2,356,3346_1,맛이 깔끔하고
2,357,7345,맛이 깔끔하다 
2,358,330_1,깔끔한 맛에 많이 찾는다
2,359,9370,맛이 깔끔하다
2,360,5220_0,맛이 깔끔하고
2,361,9439_0,맛이 깔끔하고
2,362,1430_0,맛이 깔끔하고
2,363,6453,맛이 깔끔
2,364,3315_1,깔끔한맛
2,365,6023_0,맛이 깔끔하고
2,366,1328_1,맛이 깔끔해서
2,367,9904,맛이 깔끔해서
2,368,5666_0,맛이 깔끔하고
