KEY,doc,raw_doc_tu
366,로고가 인상적이어서,로고 인상
367,재일맛있다,재일 맛있
368,시원한느낌이다,시원 느낌
369,맛이 부드럽고 라이트 라는 단어가 칼로리가 적을것 같아 부담이 덜된다,맛 부드럽 라이트 단어 칼로리 것 부담 덜되
370,레몬 상큼한 맛이 좋아서,레몬 상큼 맛
371,톡쏘는 맛과 목넘김,맛 목 넘기
372,익숙하고 입맛에 맞아서,익숙 입맛
373,넘어가는 맛이 부드럽고  순해서,넘어가 맛 부드럽 순
374,보리의 깊은맛이 느껴진다,보리 맛 느끼
375,가장 기본적이고 대중적인느낌이라서,기본 대중 느낌
376,쉽게 구할수있고 회식때 맣이 선호해서,구하 수 회식 때 선호
377,흑맥주라서,흑 맥주
378,쉽게 구입할 수 있어서,구입 수
379,청량감이 일품임,청량감 일품
380,목넘김이 부드럽고 쓴 맛이 없다.,목 넘기 부드럽 맛
381,맛이 깔끔하고 시원하다,맛 깔끔 시원
382,개성있고 참신,개성 참신
384,오래되서,오래되
385,맛있어서,맛있
386,부드러운맛,부드럽 맛
387,깨끗한 느낌이 든다.,깨끗 느낌
388,가장 맘에 드는 깔끔한 맛이라서...,맘 깔끔 맛
389,탄산의 톡쏘는 맛이 강한점,탄산 맛 강하 점
390,호가든 특유의 맛 때문에,호가든 특유 맛 때문
391,국산 맥주중에 맛이 가장좋고 심플하게 생겨서,국산 맥주 중 맛 심플 생기
392,시원하고 목넘김이 좋음,시원 목 넘기
393,깔끔해서 좋다,깔끔
394,"쌉싸름한 맛, 거품의 질감",맛 거품 질감
395,쉽게 먹을 수 있어서 좋아한다,수 좋아하
396,버드와이저는 다른 상표보다 색다른 맛이 있기때문입니다.,버드와이저 상표 색다르 맛 때문
397,다른것에 비해 진하고 향도좋고 맛있다,것 비하 진하 향도 맛있
398,친숙하고 편하다,친숙 편하
399,옛날부터 먹어서..찾기도 쉽고..,옛날
400,목넘김이 부드럽고 향이 좋은 것같다.,목 넘기 부드럽 향 것
401,맛이 좋아서,맛
402,맛있다,맛있
403,맛이 새롭고 좋습니다.,맛 새롭
404,가장 입에 맞는 맛,입 맛
405,목넘김이 부드럽고 시원하다,목 넘기 부드럽 시원
406,맥주가 가진 향을 가장 부드럽게 풀어주는 것 같다,맥주 가지 향 부드럽 것
407,목넘김이 좋고 맛이 구수하다,목 넘기 맛 구수
408,다이어트용,다이어트
409,맛과 목넘김이 좋다,맛 목 넘기
410,내 입맛에 제일 맛있는것 같아서,내 입맛 제일 맛있 것
411,맛이 좋다,맛
412,시원한 첫맛과 부드러운 목넘김 깔끔한 마지막,시원 맛 부드럽 목 넘기 깔끔 마지막
413,이미지도 좋고 맛도 좋은 것 같다,이미지 맛 것
414,버드와이저와 잘어울리고 브랜드에 대한 인식이 좋다,버드와이저 어울리 브랜드 대하 인식
415,가장 구매하기 쉬운 맥주이고 맛도 괜찮다,구매 맥주 맛 괜찮
416,"맥주 맛이 좋다.. 그전에는 카스를 마셨는데, 톡쏘는 맛이 카스보다는 약간만 덜하면서도 부드럽다",맥주 맛 그전 카스 마시 맛 카스 약간 덜하 부드럽
417,특유의 풍부한 맛,특유 풍부 맛
418,맛있어  산뜻해,맛있 산뜻
419,친구들과 같이 마시는 경우가 많음 시원한 맛이 좋음,친구 마시 경우 시원 맛
420,맛있어서,맛있
421,"프리미엄 몰트를 너무 좋아해서.  일본 도쿄에 있는 공장 방문했을때, 좋았고 믿음이 가기 때문에",프리미엄 몰트 좋아하 일본 도쿄 공장 방문 때 믿음 때문
422,"부드럽고, 맛있다.",부드럽 맛있
423,ok캐쉬백적립이가능하다,캐쉬 백 적립 가능
424,가장 친숙하고 가장 처음 접한 맥주,친숙 처음 접하 맥주
425,사람들이 제일 많이 마시고 국내맥주중에서 맛이 제일좋은것같다,사람 제일 마시 국내 맥주 중 맛 제일 것
426,레몬맛인데요   도수가 낮아서 부담없이 맛도있고  여자들끼리의 수다에 안성맞춤,레몬 맛 도수 부담 맛 여자 수다 안성맞춤
427,보편적으로 가장 많이 접하고 마실수 있어서.,보편 접하 마시 수
428,그냥 익숙해서,익숙
429,진하고 맛있어서,진하 맛있
430,개인의 입맛차이인데 내입맛에 맞아서,개인 입맛 차이 내 입맛
431,독일의 느낌이 난다. 이유는 잘 모르겠다.,독일 느낌 이유 모르
432,"광고한 김수현이 좋기도하고  카스가 제일 깔끔하고 맛있어요  또, 부모님께서 카스만 고집하시는 이유도 있구요.",광고 김수현 카스 제일 깔끔 맛있 부모 카스 고집 이유
433,우선 인지도면에서 앞서있는듯하고 맛이 깔끔하다고 생각이 듬,인지도 면 앞서 듯 맛 깔끔 생각
434,"다른 맥주보다 맛이 깔끔하고, 가벼운 느낌이다.",맥주 맛 깔끔 가볍 느낌
435,프리미엄의 느낌이 좋아서,프리미엄 느낌이 좋아
436,"청량감과 쓴맛이 적절하고, 유럽 본토에서도 인기가 많은 점 때분",청량감 쓴맛 적절 유럽 본토 인기 점 때
437,맛있다 좋은느낌이다,맛있 느낌
438,톡쏘는 맛이 내 입맛에 맞다,맛 내 입맛
439,진한 맛이 좋아서,진하 맛
440,칼로리가 낮다해서,칼로리
441,향이 너무 독특하지도 않고 적당한 탄산으로 맛이 좋다,향 독특 적당 탄산 맛
442,흑맥주를 좋아하고 기네스는 거품이 부드럽다,흑 맥주 좋아하 기네스 거품 부드럽
443,편의점 등 기타 슈퍼에서 구입하기가 편하고 우선 익숙해서 손이 가는 제품입니다. 가격도 수입 맥주에 비해 저렴한 편이고 맥주의 맛에도 노출이 많이 된 편이라 가장 선호하는 맥주입니다.,편의점 등 기타 슈퍼 구입 편하 익숙 손 제품 가격 수입 맥주 비하 저렴 편 맥주 맛 노출 편 선호 맥주
444,그냥 왠지 자주마시게 되니깐 습관적으로,마시 습관
445,맥주 맛이 다르고 상표 로고가 시원한 느낌을 준다,맥주 맛 다르 상표 로고 시원 느낌
446,레몬맛이 가벼워서,레몬 맛 가볍
447,깨끗하고 청량한 맛이 좋아서,깨끗 청량 맛
448,친숙해서,친숙
449,맛이 깔끔하고 시원하며 뒷맛이 좋다,맛 깔끔 시원 뒷맛
450,텔레비젼 광고도 좋아하고 내가 좋아하는 맛이다.,텔레비젼 광고 좋아하 내 좋아하 맛
451,맛이 깔끔하고 편의점에서 자주 접할 수 있고 가격도 외국맥주에 비해 적당한 편이다.,맛 깔끔 편의점 접하 수 가격 외국 맥주 비하 적당 편
452,레몬향과 달콤함이 있어서 좋다,레몬 향 달콤
453,가격이 저렴하고 목넘김이 부드러워서,가격 저렴 목 넘기 부드럽
454,맥주 맛도 모르면서 라는 광고 카피가 말하듯  제대로 만든 국산 맥주라는 이야기를 들어서,맥주 맛 모르 광고 카피 말 만들 국산 맥주 이야기
455,맥주가 깔끔하고 맛있음,맥주 깔끔 맛있
456,"집안 어른들이 하이트를 주로 마시다보니 그 상표에 오래 노출이 되었고 나 역시 하이트를 주로 마시고, 좋아하다보니 더 좋은 이미지로 기억에 남아서 맥주 상표가 좋은 것 같다.",집안 어른 하이트 마시 상표 노출 나 하이트 마시 좋아하 이미지 기억 맥주 상표 것
457,일반 맥주와는 다른 맛을 느낄 수 있다(흑맥이라서),일반 맥주 맛 느끼 수 흑 맥
458,대중적이면서 풍미랑 목넘김이 좋음,대중 풍미 목 넘기
459,거품이 마음에 들어서,거품 마음
460,달콤하고 맛이 있기때문,달콤 맛 때문
461,카스에 톡쏘는 맛이 맛있습니다,카스 맛 맛있
462,입맛에 맞다,입맛
463,부드럽고 맛있음,부드럽 맛있
464,맛있어서,맛있
465,맛이 진하다. 시원한 느낌.,맛 진하 시원 느낌
466,친숙하다,친숙
467,부드러운향 이나는데 이향이 이맥주를 기억하게 만든다,부드럽 향 이 이향 맥주 기억 만들
468,깔끔하다,깔끔
469,"카스맥주에 반해 덜 쏘고, 고유의 맥주맛이 중후한 보리맛이 느껴진다",카스 맥주 반하 고유 맥주 맛 중후 보리 맛 느끼
470,거품과 병 디자인,거품 병 디자인
471,왠지 모를 세련된 이미지를 구축하고 있고 보통 축구 챔피언스리그 협찬으로 많이 나오는데 거기에 따른 긍정적 효과가 있다고 생각합니다.,모르 세련 이미지 구축 축구 챔피언스리그 협찬 나오 거기 따르 긍정 효과 생각
472,시원하고 깔끔한 뒷맛,시원 깔끔 뒷맛
473,알콜도수가 높지 않아 맛이 깔끔하고 상쾌하다,알콜 도수 맛 깔끔 상쾌
474,"한국적이고, 청량한 맛이 좋다.",한국 청량 맛
475,상표도 좋아하지만 이미지 자체를 좋아합니다.,상표 좋아하 이미지 자체 좋아하
476,맛이 깔끔하고 대중적이여서 어디서든지 구입하기 쉽다.,맛 깔끔 대중 어디 구입
477,밀맥주의 부드러움,밀 맥주 부드럽
478,맛이 가벼우면서 끝맛이 깔끔하다.  탄산이 살아있어 청량감이 시원하다.,맛 가볍 끝 맛 깔끔 탄산 청량감 시원
479,내 입막에 맞다 뒤끝이 시원하고 깔끔하다  개인적인 입맛인지 몰라도 쓴맛이 덜하다,내 입 막 뒤끝 시원 깔끔 개인 입맛 모르 쓴맛 덜하
480,카스짱,카스
481,레몬맞이 맛있으니까,레몬 맞이 맛있
482,맛 좋음 부드러움,맛 부드럽
483,맛이 부드럽고 시운한 맛이 강함,맛 부드럽 시 운 맛 강하
484,미실때 시원함과 쏘는맛이 제일 좋아서...,미실 때 시원 맛 제일
485,톡쏘는 느낌이 좋고 칼로리가 조금이나마 낮으며 맛이 있다,느낌 칼로리 조금 맛
486,향이 좋다.,향
487,국산,국산
488,맛있기때문에. 끝맛이 다른것보다 가볍고 무겁지않다. 깔끔하다 맛이,맛있 때문 끝 맛 것 가볍 무겁 깔끔 맛
489,상쾌하고 톡쏘는 느낌이 좋다,상쾌 느낌
490,톡톡쏘는 맛이 좋으니 당연 카스만 찾을 수 밖에..,맛 당연 카스 수 밖
491,시원하고 상쾌한 맛이 좋다,시원 상쾌 맛
492,그냥 맛있음,맛있
493,개인적으로 좋아하는 수입맥주여서,개인 좋아하 수입 맥주
494,다른맥주보다 톡 쏘는 맛이 강해서,맥주 맛 강하
495,톡쏘는 맛이 좋고..  개인적인 입맛에 맞다..  대표적인 국내 브랜드인 하이트는 싱겁고 밍숭맹숭한데 반해 카스는 뭔가 만족감을 주는 풍부한 맛이다,맛 개인 입맛 대표 국내 브랜드 하이트 싱겁 반하 카스 뭐 만족감 풍부 맛
496,끝맛이 깔끔해서,끝 맛 깔끔
498,맥주맛이 신선하고 개운함,맥주 맛 신선 개운
499,맥주맛과 잘어울린다,맥주 맛 어울리
500,심플하면서 눈에 들어옴  ,심플 눈 들어오
501,끝맛에 쓴맛이 없고 목넘김이 부드럽고 땄을 때 거품이 쉽게 죽지 않는다,끝 맛 쓴맛 목 넘기 부드럽 때 거품
502,맥주맛이 순하다,맥주 맛 순하
503,좋아하는 이유는 다름이 아니라 입맛에 맞아서 입니다.  다른맥주는 뭔가 쏘는 맛이 약한데 비해 하이트는 쏘는맛이 좋습니다.  그리고 다른 맥주에 비해 취하는 정도도 제일 적당한것 같습니다.  여러모로 소비자에게 맞는 맥주가 아닐까 합니다.  물론 주관적인 판단이지만요..,좋아하 이유 다르 입맛 맥주 뭐 맛 약하 비하 하이트 맛 맥주 비하 취하 정도 제일 적당 것 소비자 맥주 주관 판단
504,상큼한 느낌이 있음.,상큼 느낌
505,부드러워서,부드럽
506,깔끔하다. 심플하다,깔끔 심플
507,깔끔한맛,깔끔 맛
508,맛있어용  ,맛있
509,"요즘음 맛이 좀 떨어졌지만, 예전엔 맛이 좋았음 그래서 좋아했었음",요즘 음 맛 떨어지 예전 맛 좋아하
510,맥주맛이 부드럽고 순하다  ,맥주 맛 부드럽 순하
511,"색상,맛,병,효모 모두 좋아서 입니다",색상 맛 병 효모
512,목넘김이 굉장히 부드럽다,목 넘기 부드럽
513,대중적이기 때문에,대중 때문
514,상표 로고가 와 닿음.,상표 로고
515,쉽게 접할 수 있음,접하 수
516,뒷끝맛이 개운했다.,끝 맛 개운
517,"가장 대중적이고, 맛이좋다",대중 맛
518,고급스러운이미지,고급 이미지
519,맛있어서,맛있
520,맛 청량감,맛 청량감
521,다른 맥주보다 목넘김이 부드럽고 여자가 마시기에 적합한 맥주기때문에,맥주 목 넘기 부드럽 여자 마시 적합 맥주 때문
522,부드럽다,부드럽
523,특유의 쌉싸름한 맛과 크리미한 거품이 풍부하고 마실 때 마다 구수한 풍미를 느낄 수 있어서,특유 맛 크리미 거품 풍부 마시 때 마다 구수 풍미 느끼 수
524,맥주맛 이 좋아서,맥주 맛
525,부담없어요,부담
526,유명해서,유명
527,내 입맛에 맞음,내 입맛
528,맛이 상쾌하고 컵에 다라 마시는 것도 좋다,맛 상쾌 컵 마시 것
529,일반적으로 많이 먹는다,일반
530,제일 맛있어요  ,제일 맛있
531,소주와 섞어먹을 때 맛이 좋음  탄산이 살아있음,소주 때 맛 탄산
532,입맛에 잘 맞아서,입맛
533,저렴하고 가격대비 맛이 좋음,저렴 가격 대비 맛
534,맛있어서,맛있
535,시원하고 저 칼로리이므로,시원 칼로리
536,맛이 가장 탁트이는 느낌이 강해서 개인적으로 좋아함,맛 트이 느낌 강하 개인 좋아하
537,국산 맥주와는 달리 진한 보리향이 덜하기 때문,국산 맥주 진하 보리 향 덜하 때문
538,다른 맥주와 다르게 달달하고 맛있다.  취하는 줄 모르고 마시게 된다,맥주 다르 맛있 취하 모르 마시
539,그나마 많이 마셔봐서,마시
540,깔끔하고 시원해요,깔끔 시원
541,맛있다,맛있
542,광고가 가장 기억에 남습니다   일단 가장먹고싶은욕구를 일으킬만한 광고이면서 가장 먹고싶을때 떠오르며 맛도 무난하게 괜찮기때문입니다,광고 기억 욕구 일으키 만 광고 때 떠오르 맛 무난 괜찮 때문
543,목넘김이 깔끔하고 시원하다. 기분탓인지 술마신뒤 해독도 잘되는것같다.,목 넘기 깔끔 시원 기분 탓 술 마시 뒤 해독 것
544,부드러운 맛이 있고 목넘김이 좋은 적당한 독한느낌이 있습니다,부드럽 맛 목 넘기 적당 독하 느낌
545,다른맥주에 비해서 좀더 시원한것 같아서,맥주 비하 시원 것
546,KGB 맥주를 좋아해서,맥주 좋아하
547,맛이깔끔하다,맛 깔끔
548,대한민국에서 판매하는 맥주중에 맛이 가장 우수하지 않은가 생각이 된다.  그리고 내가 좋아하는 락밴드의 멤버들이 그 맥주를 즐겨 마신다.,대한민국 판매 맥주 중 맛 우수 생각 내 좋아하 락 밴드 멤버 맥주 즐기 마시
550,맛도 좋고 다른 것에 비해 입에 맞는거 같음.  시원하면서 깔끔하다고 해야 하나?  내 입맛엔 그랬어요. 안주랑도 잘어울리고..,맛 것 비하 입 거 시원 깔끔 내 입맛 그렇 안주 어울리
551,강한맛과 부드러움이 느껴진다,강하 맛 부드럽 느끼
552,하이트 제품이 다른제품보다 맛이 깔끔하고 톡 쏘는 맛이 좋음,하이트 제품 제품 맛 깔끔 맛
553,맛이 부드럽고 다른 맥주들보다 맛있다,맛 부드럽 맥주 맛있
554,목넘김이 부드럽고 시원하게 쏘는 맛이 일품입니다.,목 넘기 부드럽 시원 맛 일품
555,독하지않아서좋고...항상먹어왔던거라서 자주찾게됩니다.,독하 거
556,맛이 부드럽고 일본에서 먹었을때 다른 맥주보다 먹기가 편하고 좋았습니다.,맛 부드럽 일본 때 맥주 편하
557,맛이 깔끔합니다.  마셨을 때 포만감이 적습니다.,맛 깔끔 마시 때 포만감
